word,zone,item,meanItemRT
who,751,3,347.5494505
had,752,3,303.8681319
told,753,3,290.3296703
her,754,3,295.8241758
that,755,3,290.956044
when,756,3,288.0666667
a,757,3,301.8791209
star,758,3,309.1978022
"falls,",759,3,308.032967
a,760,3,306.6853933
soul,761,3,326.4395604
leaves,762,3,318.7802198
this,763,3,322.6923077
earth.,764,3,316.9010989
It,765,3,357.3076923
was,766,3,336.2857143
her,767,3,294.2637363
last,768,3,289.4395604
match,769,3,308.010989
that,770,3,310.3406593
the,771,3,336.1847826
little,772,3,321.5714286
girl,773,3,296.1304348
now,774,3,284.0549451
rubbed,775,3,301.4065934
on,776,3,330.5869565
the,777,3,325.7582418
wall,778,3,324.6777778
and,779,3,292.3
the,780,3,290.4347826
light,781,3,310.2934783
again,782,3,308.9230769
shone,783,3,317.9777778
round,784,3,318.8571429
her.,785,3,320.3626374
Her,786,3,333.8901099
old,787,3,332.010989
grandmother,788,3,373.5054945
in,789,3,329.7222222
the,790,3,317.4505495
brightness,791,3,312.8666667
"stood,",792,3,329.7912088
loving,793,3,363.7865169
in,794,3,350.2417582
her,795,3,340.5777778
appearance.,796,3,380.7472527
The,797,3,390.4888889
girl,798,3,342.9450549
understood,799,3,329.3296703
her,800,3,333.4456522
grandmother,801,3,330.0222222
would,802,3,341.5274725
soon,803,3,382.5111111
"disappear,",804,3,346.75
but,805,3,354.9555556
she,806,3,330.826087
tried,807,3,315.7391304
to,808,3,317.7888889
play,809,3,312.076087
for,810,3,321.021978
time.,811,3,359.8111111
"'Grandmother,'",812,3,459.8681319
cried,813,3,444.8111111
the,814,3,357.8901099
little,815,3,330.6263736
"one,",816,3,304.9010989
'O,817,3,359.2222222
take,818,3,355.9230769
me,819,3,331.8444444
with,820,3,297.7362637
you!,821,3,308.8764045
I,822,3,301.3555556
know,823,3,333.0549451
you,824,3,291.5274725
will,825,3,310.4222222
go,826,3,308.1777778
away,827,3,318.4615385
when,828,3,328
the,829,3,311.1888889
match,830,3,298.8571429
burns,831,3,306.0769231
out!',832,3,334.1428571
The,833,3,329.8539326
girl,834,3,330.7362637
decided,835,3,305.4395604
to,836,3,324.010989
light,837,3,311.0659341
the,838,3,341.2087912
whole,839,3,343.9450549
bundle,840,3,341.8791209
of,841,3,346.1318681
"matches,",842,3,346.5274725
in,843,3,335.9230769
order,844,3,320.3516484
to,845,3,309.4835165
keep,846,3,306.8791209
her,847,3,301.9444444
grandmother,848,3,321.8666667
there.,849,3,347.4333333
The,850,3,332.8791209
girl,851,3,335.4444444
saw,852,3,315.9222222
the,853,3,300.5
matches,854,3,300.2527473
glowed,855,3,327.8901099
with,856,3,332.0555556
a,857,3,329.2197802
light,858,3,352.1868132
that,859,3,319.8444444
was,860,3,317.9010989
brighter,861,3,316.6813187
than,862,3,329.1318681
the,863,3,301.6444444
"day,",864,3,298.1868132
and,865,3,332.2111111
her,866,3,315.8241758
grandmother,867,3,317.3296703
had,868,3,322.8333333
never,869,3,329.0444444
appeared,870,3,343.1978022
so,871,3,322.4175824
large,872,3,310.6483516
or,873,3,318.6923077
so,874,3,331.3846154
beautiful,875,3,316.6333333
as,876,3,305.247191
she,877,3,302.010989
did,878,3,309.8131868
in,879,3,297.4945055
the,880,3,301.5054945
light,881,3,290.7362637
of,882,3,286.2197802
the,883,3,276.0879121
little,884,3,278.6292135
matches.,885,3,319.5164835
The,886,3,370.2022472
grandmother,887,3,371.3626374
then,888,3,323.7032967
took,889,3,321.3296703
the,890,3,314.7142857
little,891,3,304.2307692
girl,892,3,287.2747253
in,893,3,303.5777778
her,894,3,288.3076923
"arms,",895,3,286.6593407
and,896,3,293.8131868
they,897,3,285.5934066
both,898,3,287.5934066
flew,899,3,295.7362637
upwards,900,3,306.021978
in,901,3,312.1
brightness,902,3,310.8901099
and,903,3,306.3820225
joy,904,3,326.6043956
far,905,3,304.4945055
above,906,3,305.0989011
the,907,3,304.3068182
"earth,",908,3,314.5934066
where,909,3,314.3888889
there,910,3,313.9888889
was,911,3,306.2555556
neither,912,3,296.2417582
cold,913,3,301.6373626
nor,914,3,297.1
"hunger,",915,3,299.988764
and,916,3,328.1666667
the,917,3,293.3736264
little,918,3,289.1428571
girl,919,3,288
felt,920,3,293.3555556
safe,921,3,303.9230769
and,922,3,298.5164835
peaceful.,923,3,314.978022
In,924,3,329.4
the,925,3,303.0879121
dawn,926,3,285.7252747
of,927,3,286.967033
the,928,3,287.2747253
morning,929,3,273.4222222
there,930,3,289.3296703
lay,931,3,311.4615385
the,932,3,317.9450549
poor,933,3,339.1888889
little,934,3,305.3370787
"one,",935,3,323.8666667
not,936,3,314.1910112
"frowning,",937,3,394.7802198
but,938,3,365.4456522
smiling,939,3,335.5384615
and,940,3,323.2967033
with,941,3,305.1538462
a,942,3,303.6521739
pale,943,3,313.4945055
face,944,3,333.4666667
leaning,945,3,323.1333333
against,946,3,338.043956
the,947,3,313.967033
"wall,",948,3,318.1222222
frozen,949,3,325.0659341
and,950,3,325.5054945
stone,951,3,332.010989
dead.,952,3,436.3406593
'She,953,3,412.0666667
tried,954,3,384.7252747
to,955,3,356.6593407
warm,956,3,329.6703297
"herself,'",957,3,338.7252747
said,958,3,363.1098901
some.,959,3,356.4285714
Children,960,3,441.9340659
who,961,3,430
saw,962,3,346.2967033
her,963,3,322.7802198
were,964,3,344.4111111
asking,965,3,378.3956044
their,966,3,356.5444444
parents,967,3,323.0989011
why,968,3,324.0444444
no,969,3,307.5111111
one,970,3,306.4835165
helped,971,3,299.8444444
the,972,3,334.6043956
girl,973,3,315.4945055
who,974,3,323.1222222
they,975,3,312.1648352
knew,976,3,333.3888889
looked,977,3,352.5164835
dirt,978,3,338.4333333
poor,979,3,368.2857143
and,980,3,332.0769231
helpless.,981,3,317.8571429
Passersby,982,3,451.5333333
who,983,3,404.1428571
saw,984,3,337.6923077
her,985,3,321.9222222
sitting,986,3,331.4777778
motionless,987,3,362.7582418
wished,988,3,364.3296703
they,989,3,345.0659341
could,990,3,322.7802198
have,991,3,317.7777778
helped,992,3,311.1758242
the,993,3,305.1648352
"girl,",994,3,330.5604396
but,995,3,343.9450549
their,996,3,300.6703297
good,997,3,307.5934066
intentions,998,3,320.8241758
were,999,3,321.7252747
a,1000,3,311.4065934
day,1001,3,300.3736264
late,1002,3,303.1538462
and,1003,3,302.0989011
a,1004,3,301.1758242
dollar,1005,3,304.4945055
short.,1006,3,315.0659341
Other,1007,3,339.9450549
people,1008,3,327.7142857
suspected,1009,3,330.7252747
the,1010,3,317.8777778
girl,1011,3,302.956044
had,1012,3,292.5444444
fallen,1013,3,313.5274725
asleep,1014,3,312.4888889
and,1015,3,308.4157303
"frozen,",1016,3,298.1847826
but,1017,3,330.0978261
no,1018,3,323.4891304
one,1019,3,312.8152174
imagined,1020,3,327.9347826
what,1021,3,317.4130435
beautiful,1022,3,321.9891304
things,1023,3,331.655914
she,1024,3,337.3010753
had,1025,3,327.2365591
"seen,",1026,3,302.7204301
nor,1027,3,321.8387097
into,1028,3,319.1827957
what,1029,3,318.4301075
glory,1030,3,335.6086957
she,1031,3,321.6989247
had,1032,3,316.3655914
entered,1033,3,306.2021277
with,1034,3,313.0425532
her,1035,3,325.2446809
"grandmother,",1036,3,329.606383
on,1037,3,357.1170213
New,1038,3,377.7021277
Year's,1039,3,378.1789474
day.,1040,3,495.2580645
Once,1,4,363.8461538
upon,2,4,335.2608696
a,3,4,336.7282609
time,4,4,339.2934783
the,5,4,337.2857143
birds,6,4,334.2
took,7,4,340.978022
it,8,4,335.5054945
into,9,4,336.3932584
their,10,4,362
heads,11,4,349.8666667
that,12,4,334.8409091
they,13,4,334.8021978
would,14,4,333.0549451
like,15,4,322.4615385
a,16,4,329.6818182
"master,",17,4,378.989011
and,18,4,336.2087912
that,19,4,331.2333333
one,20,4,322.3
of,21,4,314.6555556
their,22,4,330.1888889
number,23,4,389.3333333
must,24,4,366.8863636
be,25,4,368.7333333
chosen,26,4,406.5632184
king.,27,4,484.6966292
A,28,4,421.494382
meeting,29,4,345.9550562
of,30,4,341.2134831
all,31,4,321.6931818
the,32,4,317.0224719
birds,33,4,344.5227273
was,34,4,327.011236
called,35,4,325.1573034
and,36,4,338.4318182
though,37,4,366.1123596
they,38,4,357.4942529
understood,39,4,359.5113636
the,40,4,340.7586207
birds,41,4,373.8977273
who,42,4,354.4942529
were,43,4,375.0340909
from,44,4,378.6477273
the,45,4,347.8522727
most,46,4,362.4545455
distant,47,4,349.5681818
lands,48,4,357.8863636
would,49,4,352.7356322
be,50,4,373.8409091
unable,51,4,350.8977273
to,52,4,395.2272727
"come,",53,4,455.4090909
many,54,4,359.9545455
birds,55,4,338.5402299
came,56,4,340.7471264
from,57,4,352.0909091
faraway,58,4,390.4772727
meadows,59,4,378.7816092
and,60,4,384.1590909
woods.,61,4,404.2873563
The,62,4,370.2613636
"eagle,",63,4,359.75
who,64,4,359.0454545
already,65,4,337.9886364
thought,66,4,375.7159091
himself,67,4,366.0568182
the,68,4,374.5454545
de,69,4,442.5232558
facto,70,4,459.2727273
"king,",71,4,415.2134831
arrived,72,4,410.4659091
fashionably,73,4,429.8977273
late.,74,4,404.0681818
It,75,4,343.9885057
was,76,4,357.0229885
a,77,4,379.1931818
hawk,78,4,356.25
who,79,4,329.3977273
was,80,4,325.125
most,81,4,384.7727273
excited,82,4,347.2159091
about,83,4,323.5909091
the,84,4,342.8977273
"meeting,",85,4,418.5227273
because,86,4,337.8636364
he,87,4,319.3563218
was,88,4,313.2159091
the,89,4,321.9310345
dark,90,4,345.0454545
horse,91,4,364.0681818
for,92,4,422.4090909
king.,93,4,506.5909091
The,94,4,420.7727273
small,95,4,384.75
fry,96,4,379.3863636
came,97,4,371.5909091
"too,",98,4,401.4022989
and,99,4,355.1590909
the,100,4,379.6590909
"robin,",101,4,372.1590909
the,102,4,418.625
"bluebird,",103,4,374.1494253
the,104,4,360.5795455
"owl,",105,4,366.9545455
the,106,4,358.3977273
"lark,",107,4,367.7613636
and,108,4,370.0454545
the,109,4,362.8068182
"sparrow,",110,4,362.8295455
who,111,4,362.908046
had,112,4,340.7931034
only,113,4,323.9655172
a,114,4,340.3636364
chance,115,4,341.2045455
in,116,4,316.7272727
a,117,4,360.3181818
million,118,4,346.2386364
to,119,4,347.3218391
be,120,4,370.9310345
"king,",121,4,386.5232558
were,122,4,367.4090909
all,123,4,347.7356322
present,124,4,368.4137931
at,125,4,305.6022727
the,126,4,332.1348315
meeting.,127,4,358.5
The,128,4,441.9659091
"cuckoo,",129,4,409.1477273
who,130,4,365.6704545
was,131,4,333.5454545
almost,132,4,342.6818182
not,133,4,349.5977011
invited,134,4,393.2386364
because,135,4,355.8295455
his,136,4,336.8295455
call,137,4,365.0344828
so,138,4,439.9318182
annoyed,139,4,377.0568182
the,140,4,371.6477273
other,141,4,364.3068182
"birds,",142,4,364.3068182
came,143,4,353.2068966
too.,144,4,402.6931818
It,145,4,367.6022727
was,146,4,324.625
the,147,4,342.2159091
very,148,4,337.4659091
little,149,4,322.2045455
bird,150,4,330.9659091
who,151,4,349.7840909
had,152,4,321.25
no,153,4,335.1136364
name,154,4,358.4942529
at,155,4,352.6022727
"all,",156,4,402.1627907
"however,",157,4,383.5
that,158,4,345.7840909
would,159,4,346.0340909
end,160,4,345.3636364
up,161,4,388.8295455
overturning,162,4,376.8863636
the,163,4,396.8977273
balance,164,4,348.4431818
of,165,4,332.8505747
power,166,4,355.0568182
among,167,4,339
the,168,4,353.816092
birds.,169,4,373.862069
That,170,4,392.8863636
there,171,4,354.6136364
would,172,4,347.6931818
be,173,4,355.137931
great,174,4,424.4022989
confusion,175,4,391.6321839
and,176,4,352.6136364
noise,177,4,364.5977011
among,178,4,362.7727273
the,179,4,343.0229885
birds,180,4,336.9772727
at,181,4,324.0568182
the,182,4,348.4318182
meeting,183,4,348.137931
was,184,4,344.816092
to,185,4,326.4597701
be,186,4,356.5402299
"expected,",187,4,389.7386364
given,188,4,366.1363636
the,189,4,343.3977273
sheer,190,4,344.1704545
numbers,191,4,351.9090909
of,192,4,333.5
birds,193,4,326.6590909
that,194,4,375.4367816
have,195,4,356.8045977
gathered.,196,4,414.3218391
There,197,4,377.255814
was,198,4,402.0804598
"piping,",199,4,488.9545455
"hissing,",200,4,412.4204545
and,201,4,398.0116279
"clacking,",202,4,433.9545455
but,203,4,383.9431818
finally,204,4,346.0568182
it,205,4,313.7386364
was,206,4,366.9431818
decided,207,4,367.8863636
that,208,4,318.9195402
the,209,4,338.1590909
bird,210,4,368.2413793
that,211,4,331.9770115
could,212,4,370.9655172
fly,213,4,360.816092
the,214,4,362.1149425
highest,215,4,347.4204545
should,216,4,333.3181818
be,217,4,353.8522727
king.,218,4,385.2386364
The,219,4,371.1818182
little,220,4,331.4137931
bird,221,4,352.0795455
lay,222,4,358.1590909
low,223,4,365.625
near,224,4,353.0813953
the,225,4,382.9411765
eagle,226,4,407.9425287
at,227,4,382.9770115
"first,",228,4,395.2413793
but,229,4,358.1724138
the,230,4,352.6136364
eagle,231,4,367.7272727
did,232,4,340.8965517
not,233,4,371.6091954
notice,234,4,357.3863636
the,235,4,374.4772727
bird,236,4,390.5113636
hopping,237,4,386.625
onto,238,4,376.5795455
his,239,4,389.137931
back,240,4,408.6477273
right,241,4,383.3218391
as,242,4,363.6136364
the,243,4,394.8390805
competition,244,4,377.1724138
was,245,4,356.875
about,246,4,366.137931
to,247,4,449.9534884
commence.,248,4,387.8953488
Into,249,4,371.2873563
the,250,4,322.137931
air,251,4,338.8275862
in,252,4,356.8181818
a,253,4,349.5454545
great,254,4,348.7954545
flock,255,4,336.0909091
all,256,4,326.1764706
the,257,4,328.091954
birds,258,4,336.3953488
flew,259,4,342.2413793
when,260,4,329.7931034
the,261,4,346.2528736
signal,262,4,336.8390805
was,263,4,348.4772727
given.,264,4,364.5454545
The,265,4,355.8636364
air,266,4,328.25
was,267,4,341.4318182
full,268,4,330.0804598
of,269,4,303.9431818
"dust,",270,4,328.2325581
and,271,4,357.0574713
it,272,4,316.9302326
seemed,273,4,324.6477273
as,274,4,330.9545455
if,275,4,324.5172414
a,276,4,324.8522727
black,277,4,373.4651163
cloud,278,4,350.9545455
were,279,4,387.3863636
floating,280,4,346.4545455
over,281,4,307.4482759
the,282,4,370.0697674
field.,283,4,379.8837209
You,284,4,331.5402299
could,285,4,348.7272727
hear,286,4,322.8735632
the,287,4,303.8965517
birds,288,4,320.3678161
chirping,289,4,345.5227273
and,290,4,316.1511628
flapping,291,4,335.1149425
from,292,4,316.3333333
fields,293,4,347.5
that,294,4,324.2643678
were,295,4,327.9885057
miles,296,4,363.2988506
away.,297,4,347.6896552
The,298,4,328.091954
little,299,4,361.7272727
birds,300,4,327.5862069
that,301,4,333.7093023
soon,302,4,348.8735632
grew,303,4,339.3218391
tired,304,4,351.6896552
fell,305,4,348.183908
back,306,4,352.6860465
quickly,307,4,326
to,308,4,335.5882353
earth.,309,4,359.2413793
The,310,4,344.3793103
fact,311,4,326.2068966
that,312,4,311.4431818
the,313,4,343.5
larger,314,4,326.0465116
ones,315,4,334.3908046
held,316,4,337.6666667
out,317,4,329.4712644
"longer,",318,4,339.1704545
and,319,4,343.2386364
flew,320,4,341.9186047
higher,321,4,338.8965517
and,322,4,328.8965517
"higher,",323,4,353.4827586
but,324,4,320.7613636
the,325,4,354.0681818
eagle,326,4,352.2413793
flew,327,4,349.862069
highest,328,4,337.0113636
of,329,4,384.3409091
"any,",330,4,391.7613636
surprised,331,4,380.9090909
no,332,4,404.2840909
one.,333,4,430.0581395
Could,334,4,377.244186
anyone,335,4,401.2988506
stop,336,4,340.4886364
the,337,4,313.0568182
eagle,338,4,345.7701149
that,339,4,323.5
seemed,340,4,315.7386364
to,341,4,306.1264368
be,342,4,314.9425287
flying,343,4,327.4482759
straight,344,4,336.7674419
into,345,4,319.5287356
the,346,4,360.1704545
sun?,347,4,367.8505747
The,348,4,336.8850575
other,349,4,368.1704545
birds,350,4,313.1931818
gave,351,4,325.0795455
out,352,4,339.8522727
one,353,4,332.8636364
by,354,4,329.625
one,355,4,320.2954545
and,356,4,316.4090909
when,357,4,317.6363636
the,358,4,321.4204545
eagle,359,4,328.1136364
saw,360,4,315.8636364
this,361,4,328.5454545
he,362,4,354.0114943
"thought,",363,4,350.3522727
'What,364,4,325.3793103
is,365,4,313.4772727
the,366,4,304.9545455
use,367,4,315.5568182
of,368,4,323.875
flying,369,4,331.0454545
any,370,4,345.8390805
higher?,371,4,386.3522727
This,372,4,358.4318182
victory,373,4,346.5227273
is,374,4,333.7954545
in,375,4,314.4137931
the,376,4,318.5681818
bag,377,4,328.1022727
and,378,4,312.2954545
I,379,4,326.6022727
am,380,4,335.7159091
king!',381,4,373.1022727
Then,382,4,350.0689655
the,383,4,343.7386364
birds,384,4,344.8636364
below,385,4,365.0909091
called,386,4,353.8636364
with,387,4,323.1704545
one,388,4,358.7386364
"accord,",389,4,403.5909091
'Come,390,4,352.1818182
"back,",391,4,348.375
come,392,4,336.9318182
back!,393,4,347.2613636
It,394,4,328.7159091
is,395,4,308.0568182
you,396,4,311.6818182
who,397,4,305.9545455
must,398,4,303.8295455
be,399,4,302.0795455
our,400,4,312.8522727
king,401,4,340.9204545
because,402,4,307.0454545
no,403,4,319.4545455
one,404,4,300.5402299
can,405,4,306.4651163
fly,406,4,289.2386364
as,407,4,309.6136364
high,408,4,299.8488372
as,409,4,324.0114943
you.',410,4,377.9310345
'Except,411,4,429.1590909
me!',412,4,406.5909091
cried,413,4,343.5113636
a,414,4,337.7325581
"shrill,",415,4,378.4942529
shrill,416,4,387.0348837
"voice,",417,4,361.1931818
and,418,4,331.8295455
out,419,4,312
of,420,4,308.7241379
the,421,4,303.8275862
blue,422,4,335.4204545
the,423,4,356.8636364
little,424,4,326.3488372
bird,425,4,350.5529412
without,426,4,357.872093
a,427,4,338.183908
name,428,4,352.1034483
rose,429,4,372.183908
from,430,4,321.045977
the,431,4,341.6551724
eagle's,432,4,362.1136364
"back,",433,4,359.7954545
where,434,4,374.5113636
he,435,4,322.7241379
had,436,4,341.3563218
lain,437,4,362.3333333
hidden,438,4,351.9534884
in,439,4,341.5402299
the,440,4,340.5977011
feathers.,441,4,365.2840909
His,442,4,366.75
guile,443,4,392.8089888
was,444,4,355.4606742
the,445,4,326.3908046
ace,446,4,372.1931818
up,447,4,368.8181818
his,448,4,389.9195402
"sleeve,",449,4,421.6781609
and,450,4,359.5057471
he,451,4,373.8505747
laughed,452,4,339.137931
to,453,4,351.2413793
himself,454,4,361.2159091
at,455,4,323.5113636
how,456,4,326.5581395
easy,457,4,313.4318182
it,458,4,300.5795455
had,459,4,312.7816092
been,460,4,306.045977
to,461,4,319.7586207
outwit,462,4,331.8505747
the,463,4,328.0465116
other,464,4,311.3636364
birds.,465,4,358.8977273
Higher,466,4,329.2386364
and,467,4,317.7840909
higher,468,4,319.4204545
he,469,4,323.7701149
"mounted,",470,4,384.2068966
until,471,4,345.4367816
he,472,4,349.4712644
was,473,4,315.6590909
lost,474,4,320.4772727
to,475,4,323.2386364
"sight,",476,4,344.7613636
and,477,4,327.4659091
then,478,4,352.3218391
folding,479,4,359.0681818
his,480,4,352.4137931
wings,481,4,353.7471264
"together,",482,4,367.5172414
he,483,4,346.9655172
sank,484,4,348.0689655
to,485,4,345.0114943
earth,486,4,360.6363636
crying,487,4,387.0909091
"shrilly,",488,4,356.7840909
'I,489,4,324.5340909
am,490,4,318.6136364
"king,",491,4,330.1494253
I,492,4,314.3181818
am,493,4,311.8181818
king!',494,4,342.6704545
The,495,4,335.1136364
eagle,496,4,331.875
tricked,497,4,377.0113636
by,498,4,357.8181818
the,499,4,344.2068966
little,500,4,300.862069
bird,501,4,316.1022727
had,502,4,306.5681818
not,503,4,313.3636364
sensed,504,4,319.8735632
the,505,4,343.7931034
bird,506,4,325.9425287
in,507,4,313.6931818
his,508,4,311.8295455
feathers,509,4,337.0909091
and,510,4,334.0568182
so,511,4,323.8295455
had,512,4,331.6931818
not,513,4,324.9655172
at,514,4,317.9318182
all,515,4,315.5930233
expected,516,4,319.2298851
the,517,4,343.6091954
bird,518,4,348.3103448
to,519,4,304.0348837
come,520,4,357.9431818
flying,521,4,321.7931034
out,522,4,315.3863636
like,523,4,330.5057471
that.,524,4,393.6436782
The,525,4,332.3678161
birds,526,4,324.0114943
back,527,4,317.755814
on,528,4,348.8965517
earth,529,4,336.4137931
were,530,4,307.5113636
all,531,4,315.4204545
up,532,4,325.9662921
in,533,4,351.5232558
arms.,534,4,359.0681818
"'You,",535,4,336.9885057
and,536,4,354.4659091
not,537,4,381.6666667
the,538,4,390.908046
"eagle,",539,4,431.7356322
our,540,4,413.2840909
king?',541,4,435.3333333
the,542,4,384
birds,543,4,339.7840909
"cried,",544,4,370.6704545
fuming,545,4,365.0454545
with,546,4,348.2093023
anger.,547,4,365.954023
'You,548,4,367.7356322
have,549,4,360.1724138
done,550,4,340.7126437
this,551,4,321.2068966
by,552,4,341.5454545
breaking,553,4,352.8837209
every,554,4,338.3103448
rule,555,4,316.4186047
in,556,4,303.0114943
the,557,4,354.0229885
"book,",558,4,349.1818182
so,559,4,313.2528736
we,560,4,326.9545455
will,561,4,315.3563218
not,562,4,299.4942529
have,563,4,303.0574713
"you,",564,4,336.2183908
who,565,4,348.5930233
are,566,4,350.3837209
simply,567,4,384.4090909
tricky,568,4,364.7386364
and,569,4,360.3522727
"cunning,",570,4,355.3409091
to,571,4,331.8295455
reign,572,4,344.0804598
over,573,4,330.2413793
us.',574,4,348.2588235
The,575,4,342.4712644
bird,576,4,336.4418605
without,577,4,343.0454545
a,578,4,325.875
name,579,4,331.3409091
then,580,4,335.872093
decided,581,4,317.1149425
to,582,4,339.3837209
clear,583,4,326.3218391
the,584,4,315.8505747
air,585,4,342.8965517
and,586,4,332.125
"said,",587,4,380.2643678
'Then,588,4,360.7613636
let,589,4,355.3636364
everyone,590,4,351.954023
start,591,4,349.8977273
with,592,4,334.2954545
a,593,4,356.7954545
clean,594,4,350.0581395
slate,595,4,359.1363636
and,596,4,339.3636364
perform,597,4,342.0344828
a,598,4,335.4318182
new,599,4,360.9069767
challenging,600,4,398.5
task.,601,4,401.2906977
Then,602,4,378.6022727
we,603,4,342.0568182
can,604,4,330.2643678
decide,605,4,320.0454545
who,606,4,305.6590909
should,607,4,315.6022727
be,608,4,308.4886364
the,609,4,326.2840909
real,610,4,314.5
king.',611,4,346.862069
Then,612,4,320.2272727
the,613,4,308.3977273
birds,614,4,319.0697674
gathered,615,4,314.2298851
together,616,4,319.6781609
again,617,4,317.9545455
and,618,4,314.8409091
decided,619,4,322.5681818
the,620,4,308.3295455
case,621,4,331.875
would,622,4,312.8390805
be,623,4,325.6321839
resolved,624,4,355.5581395
by,625,4,320.6321839
making,626,4,304.8068182
a,627,4,308.4318182
new,628,4,372.0574713
"condition,",629,4,339.7840909
which,630,4,360.75
was,631,4,305.5227273
that,632,4,315.4204545
he,633,4,351.0344828
should,634,4,318.5977011
be,635,4,337.6781609
king,636,4,401.1954023
who,637,4,341.3333333
could,638,4,366.1590909
go,639,4,341.3409091
the,640,4,365.8636364
deepest,641,4,371.0454545
into,642,4,371.6022727
the,643,4,414.9310345
earth.,644,4,434.9431818
So,645,4,376.8068182
the,646,4,339.1704545
little,647,4,333.125
bird,648,4,366.9425287
who,649,4,322.5747126
the,650,4,355.1058824
other,651,4,337.0813953
birds,652,4,356.5813953
despised,653,4,389.7586207
was,654,4,371.5747126
now,655,4,358.5348837
back,656,4,334.137931
to,657,4,343.0804598
square,658,4,383.5340909
one.,659,4,418.2068966
"Confident,",660,4,380
he,661,4,369.4090909
"remained,",662,4,444.8068182
"however,",663,4,367.8488372
that,664,4,376.6931818
if,665,4,328.0697674
he,666,4,370.4482759
played,667,4,366.5287356
his,668,4,335.0229885
cards,669,4,313.8068182
"right,",670,4,316.1931818
he,671,4,310.9655172
could,672,4,312.9318182
be,673,4,304.2386364
king.,674,4,346.7954545
How,675,4,380.4431818
the,676,4,340.7356322
goose,677,4,444.7701149
wallowed,678,4,396.372093
in,679,4,361.5402299
the,680,4,349.9545455
"sand,",681,4,351.8409091
and,682,4,360.8863636
the,683,4,323.7045455
duck,684,4,380.9659091
strove,685,4,347.0340909
to,686,4,332.9545455
dig,687,4,320.6022727
a,688,4,337.9545455
hole,689,4,323.5977011
for,690,4,318.7586207
the,691,4,325.6627907
new,692,4,370.2643678
task!,693,4,380.3863636
All,694,4,330.1136364
the,695,4,307.908046
other,696,4,315.0113636
birds,697,4,319.7386364
tried,698,4,321.6292135
to,699,4,310.2873563
hide,700,4,340.3409091
themselves,701,4,343.045977
in,702,4,324.1363636
the,703,4,317.7727273
"ground,",704,4,326.75
"too,",705,4,339.4659091
until,706,4,341.3295455
they,707,4,313.1264368
were,708,4,361.8068182
practically,709,4,340.4382022
blue,710,4,333.3863636
in,711,4,325.1022727
the,712,4,338.7386364
face.,713,4,353.3103448
The,714,4,331.1931818
nameless,715,4,354.9438202
little,716,4,321.6363636
bird,717,4,327.9545455
that,718,4,335.0227273
was,719,4,320.3977273
as,720,4,327.0114943
bold,721,4,333.137931
as,722,4,323.9069767
brass,723,4,344.0229885
found,724,4,329.4886364
a,725,4,320.4431818
pitch,726,4,345.5113636
dark,727,4,390.5340909
mouse's,728,4,448.2921348
"hole,",729,4,398.5454545
and,730,4,428.0795455
creeping,731,4,362.5909091
in,732,4,371.3483146
"cried,",733,4,401.5280899
'I,734,4,347.1011236
am,735,4,335.9090909
"king,",736,4,341.9550562
I,737,4,319.4772727
am,738,4,321.0340909
king!',739,4,326.0449438
but,740,4,320.2613636
it,741,4,329.4719101
was,742,4,294.6477273
of,743,4,305.1931818
no,744,4,352.2272727
avail.,745,4,352.5681818
"'You,",746,4,345.9325843
our,747,4,388.5227273
king?',748,4,359.3863636
all,749,4,345.0113636
the,750,4,312.9090909
remaining,751,4,328.9318182
birds,752,4,314.8181818
who,753,4,301.8295455
the,754,4,307.6477273
littlest,755,4,312.4659091
bird,756,4,330.3258427
had,757,4,332.1149425
outwitted,758,4,382.5057471
cried,759,4,356.9659091
"again,",760,4,352.0227273
even,761,4,325.4318182
more,762,4,322.8068182
angrily,763,4,324.6590909
than,764,4,333.3181818
before.,765,4,344.7701149
'Do,766,4,326.5730337
you,767,4,305.0340909
think,768,4,298.9204545
we,769,4,304.4137931
would,770,4,325.7272727
reward,771,4,305.75
your,772,4,320.6022727
cunning,773,4,323.3068182
in,774,4,311.2386364
this,775,4,318.3522727
way?,776,4,332.4597701
"No,",777,4,334.5747126
no!,778,4,351.375
You,779,4,326.8295455
shall,780,4,304.3863636
stay,781,4,312.2045455
in,782,4,293.816092
the,783,4,300.2272727
earth,784,4,303.3522727
till,785,4,308.0114943
you,786,4,314.5909091
die,787,4,317.4712644
of,788,4,326.2727273
hunger!',789,4,379.5681818
So,790,4,318.8863636
they,791,4,301.6321839
shut,792,4,298.4022989
up,793,4,334.7045455
the,794,4,311.4252874
little,795,4,301.625
bird,796,4,320.4827586
in,797,4,307.0689655
the,798,4,318.0344828
mouse's,799,4,336.2045455
hole,800,4,328.9310345
that,801,4,331.5795455
the,802,4,354.4827586
mouse,803,4,360.4090909
gave,804,4,368.3678161
up,805,4,392.2068966
most,806,4,431.7209302
"unwillingly,",807,4,455.3793103
and,808,4,366.4941176
bade,809,4,342.8977273
the,810,4,346.3678161
owl,811,4,379.2045455
watch,812,4,384.8181818
him,813,4,394.2727273
carefully,814,4,362.8181818
night,815,4,369.908046
and,816,4,359.2183908
day.,817,4,383.954023
Then,818,4,374.0804598
all,819,4,329.8390805
the,820,4,315.372093
birds,821,4,315.5348837
went,822,4,304.8409091
home,823,4,313.9659091
to,824,4,313.8735632
"bed,",825,4,313.6860465
